,question,answer,multiple_answer,can_answer
19700,The original country of curry is?,India,False,True
19701,The product or material produced of dairy is?,cheese,False,False
19702,The original country of dancehall is?,Jamaica,False,True
19703,The original country of danse macabre is?,France,False,True
19704,The main subject of danse macabre is?,death,False,True
19705,The measured physical quantity of day is?,duration,False,False
19706,The material used in death mask of Tutankhamun is?,gold,False,True
19707,The language of death of Muammar Gaddafi is?,English,False,False
19708,The measured physical quantity of degree Celsius is?,temperature,False,True
19709,The measured physical quantity of degree Fahrenheit is?,temperature,False,True
19710,The health specialty of delusion is?,"['psychology', 'psychiatry']",True,
19711,The material used in denim is?,cotton,False,True
19712,density calculated from?,"['volume', 'mass']",True,
19713,The health specialty of dental caries is?,dentistry,False,True
19714,The health specialty of dependent personality disorder is?,"['psychiatry', 'psychology']",True,
19715,design practiced by?,designer,False,True
19716,dessert is followed by?,coffee,False,False
19717,The material used in dew is?,water,False,True
19718,dialect is studied by?,linguistics,False,False
19719,The streak color of diamond is?,white,False,True
19720,The color of diamond dust is?,white,False,True
19721,The streak color of diopside is?,white,False,True
19722,The original country of dolma is?,Turkey,False,True
19723,The original country of doner kebab is?,Turkey,False,True
19724,dowry is facet of?,marriage,False,True
19725,The material used in drizzle is?,water,False,True
19726,due process is facet of?,law,False,False
19727,The IUCN conservation status of dugong is?,vulnerable,False,True
19728,The operating area of eBay is?,world,False,True
19729,The continent of early modern period is?,Europe,False,True
19730,eastern grey kangaroo endemic to?,Australia,False,True
19731,echo named after?,Echo,False,True
19732,The currency of economy of France is?,euro,False,True
19733,The currency of economy of Spain is?,euro,False,True
19734,The currency of economy of the European Union is?,euro,False,True
19735,ecosystem is studied by?,ecology,False,False
19736,electric current is facet of?,electricity,False,True
19737,electrical conductivity is facet of?,electricity,False,False
19738,The material used in electrical conductor is?,metal,False,True
19739,electrical resistance calculated from?,voltage,False,False
19740,The measured physical quantity of electronvolt is?,energy,False,True
19741,The color of emblem of Brunei is?,"['yellow', 'red']",True,
19742,The original country of emoji is?,Japan,False,True
19743,employment is facet of?,work,False,False
19744,The country of enchilada is?,Mexico,False,False
19745,The original country of enchilada is?,Mexico,False,True
19746,The country of equator is?,Brazil,False,False
19747,The measured physical quantity of erg is?,energy,False,True
19748,The country of espresso is?,Italy,False,False
19749,The original country of espresso is?,Italy,False,True
19750,The country of euro is?,"['France', 'Germany']",True,
19751,europium named after?,Europe,False,True
19752,evening follows?,afternoon,False,False
19753,evolution of language is facet of?,linguistics,False,False
19754,The operating system of ext4 is?,Linux,False,True
19755,ext4 programming language?,C,False,False
19756,The original country of falafel is?,Egypt,False,True
19757,The IUCN conservation status of false gharial is?,vulnerable,False,False
19758,The country of family of Barack Obama is?,Kenya,False,True
19759,The country of faraglioni is?,Italy,False,False
19760,The material used in fault is?,rock,False,False
19761,The streak color of fayalite is?,white,False,True
19762,The streak color of feldspar is?,white,False,True
19763,The measured physical quantity of femtosecond is?,time,False,True
19764,The health specialty of fetishism is?,psychology,False,False
19765,The original country of field hockey is?,England,False,False
19766,The IUCN conservation status of fin whale is?,vulnerable,False,False
19767,The product or material produced of fire is?,ash,False,False
19768,The original country of fish sauce is?,India,False,False
19769,The IUCN conservation status of fishing cat is?,vulnerable,False,True
19770,The color of the flag of Afghanistan is?,"['green', 'red', 'white']",True,
19771,The color of the flag of Albania is?,red,False,True
19772,The color of the flag of Algeria is?,"['green', 'red', 'white']",True,
19773,The color of the flag of Andorra is?,"['red', 'yellow', 'blue']",True,
19774,The color of the flag of Angola is?,"['red', 'yellow']",True,
19775,The color of the flag of Antigua and Barbuda is?,"['blue', 'white', 'red', 'yellow']",True,
19776,The color of the flag of Argentina is?,"['yellow', 'white']",True,
19777,The color of the flag of Armenia is?,"['red', 'blue']",True,
19778,The color of the flag of Australia is?,"['white', 'red', 'blue']",True,
19779,The color of the flag of Austria is?,"['white', 'red']",True,
19780,The color of the flag of Azerbaijan is?,"['white', 'green', 'red']",True,
19781,The color of the flag of Bahrain is?,"['red', 'white']",True,
19782,The color of the flag of Belarus is?,"['red', 'green', 'white']",True,
19783,The color of the flag of Belgium is?,"['yellow', 'red']",True,
19784,The color of the flag of Belize is?,"['white', 'red']",True,
19785,The color of the flag of Benin is?,"['yellow', 'green', 'red']",True,
19786,The color of the flag of Bhutan is?,"['white', 'yellow']",True,
19787,The color of the flag of Bolivia is?,"['yellow', 'green', 'red']",True,
19788,The color of the flag of Botswana is?,white,False,True
19789,The color of the flag of Brazil is?,"['yellow', 'blue', 'green', 'white']",True,
19790,The color of the flag of Brunei is?,"['red', 'white', 'yellow']",True,
19791,The color of the flag of Bulgaria is?,"['red', 'green', 'white']",True,
19792,The color of the flag of Burkina Faso is?,"['red', 'green', 'yellow']",True,
19793,The color of the flag of Burundi is?,"['white', 'red', 'green']",True,
19794,The color of the flag of Cambodia is?,"['red', 'white', 'blue']",True,
19795,The color of the flag of Cameroon is?,"['green', 'yellow', 'red']",True,
19796,The color of the flag of Canada is?,"['red', 'white']",True,
19797,The color of the flag of Cape Verde is?,"['blue', 'red', 'white', 'yellow']",True,
19798,The color of the flag of Chad is?,"['yellow', 'blue', 'red']",True,
19799,The color of the flag of Chile is?,"['blue', 'red', 'white']",True,
19800,The color of the flag of Colombia is?,"['blue', 'yellow', 'red']",True,
19801,The color of the flag of Comoros is?,"['white', 'red', 'blue', 'green', 'yellow']",True,
19802,The color of the flag of Costa Rica is?,"['blue', 'red', 'white']",True,
19803,The color of the flag of Croatia is?,"['blue', 'yellow', 'white', 'red']",True,
19804,The color of the flag of Cuba is?,"['white', 'blue', 'red']",True,
19805,The color of the flag of Cyprus is?,"['white', 'green']",True,
19806,The color of the flag of Denmark is?,"['white', 'red']",True,
19807,The color of the flag of Djibouti is?,"['red', 'green', 'white']",True,
19808,The color of the flag of Dominica is?,"['yellow', 'white', 'green', 'red']",True,
19809,The color of the flag of Dominican Republic is?,"['white', 'red', 'blue']",True,
19810,The color of the flag of East Timor is?,"['white', 'red', 'yellow']",True,
19811,The color of the flag of Ecuador is?,"['white', 'red', 'green', 'blue', 'yellow']",True,
19812,The color of the flag of Ethiopia is?,"['red', 'yellow', 'green']",True,
19813,The color of the flag of Fiji is?,"['white', 'red', 'blue']",True,
19814,The color of the flag of Finland is?,"['white', 'blue']",True,
19815,The color of the flag of France is?,"['red', 'blue']",True,
19816,The color of the flag of Gabon is?,"['green', 'blue']",True,
19817,The color of the flag of Germany is?,red,False,True
19818,The color of the flag of Greece is?,"['blue', 'white']",True,
19819,The color of the flag of Grenada is?,"['green', 'red']",True,
19820,The color of the flag of Guatemala is?,white,False,True
19821,The color of the flag of Guinea is?,"['yellow', 'red', 'green']",True,
19822,The color of the flag of Guinea-Bissau is?,"['red', 'green', 'yellow']",True,
19823,The color of the flag of Guyana is?,"['green', 'red']",True,
19824,The color of the flag of Haiti is?,"['blue', 'white', 'red']",True,
19825,The color of the flag of Honduras is?,white,False,True
19826,The color of the flag of Hong Kong is?,"['red', 'white']",True,
19827,The color of the flag of Hungary is?,"['red', 'green', 'white']",True,
19828,The color of the flag of Iceland is?,"['red', 'white', 'blue']",True,
19829,The color of the flag of India is?,"['green', 'blue', 'white']",True,
19830,The color of the flag of Indonesia is?,"['white', 'red']",True,
19831,The color of the flag of Iran is?,"['white', 'green', 'red']",True,
19832,The color of the flag of Iraq is?,"['red', 'green', 'white']",True,
19833,The color of the flag of Israel is?,white,False,True
19834,The color of the flag of Ivory Coast is?,"['white', 'green']",True,
19835,The color of the flag of Jamaica is?,"['green', 'red', 'yellow']",True,
19836,The color of the flag of Japan is?,white,False,True
19837,The color of the flag of Jordan is?,"['red', 'white', 'green']",True,
19838,The color of the flag of Kenya is?,"['white', 'red', 'green']",True,
19839,The color of the flag of Kiribati is?,"['blue', 'white', 'yellow', 'red']",True,
19840,The color of the flag of Kuwait is?,"['white', 'green', 'red']",True,
19841,The color of the flag of Kyrgyzstan is?,"['yellow', 'red']",True,
19842,The color of the flag of Laos is?,"['white', 'red', 'blue']",True,
19843,The color of the flag of Latvia is?,white,False,True
19844,The color of the flag of Lebanon is?,"['green', 'red', 'white']",True,
19845,The color of the flag of Lesotho is?,"['blue', 'green', 'white']",True,
19846,The color of the flag of Liberia is?,"['red', 'white', 'blue']",True,
19847,The color of the flag of Libya is?,"['red', 'green']",True,
19848,The color of the flag of Liechtenstein is?,"['blue', 'red']",True,
19849,The color of the flag of Lithuania is?,"['green', 'yellow', 'red']",True,
19850,The color of the flag of Luxembourg is?,red,False,True
19851,The color of the flag of Madagascar is?,"['green', 'red']",True,
19852,The color of the flag of Malawi is?,"['red', 'green']",True,
19853,The color of the flag of Malaysia is?,"['blue', 'yellow', 'red', 'white']",True,
19854,The color of the flag of Mali is?,"['red', 'green']",True,
19855,The color of the flag of Malta is?,"['white', 'red']",True,
19856,The color of the flag of Mauritania is?,"['green', 'red']",True,
19857,The color of the flag of Mauritius is?,"['blue', 'yellow', 'green', 'red']",True,
19858,The color of the flag of Mexico is?,"['green', 'white', 'red']",True,
19859,The color of the flag of Moldova is?,"['blue', 'red', 'yellow']",True,
19860,The color of the flag of Monaco is?,"['red', 'white']",True,
19861,The color of the flag of Mongolia is?,"['blue', 'yellow', 'red']",True,
19862,The color of the flag of Montenegro is?,red,False,True
19863,The color of the flag of Morocco is?,"['red', 'green']",True,
19864,The color of the flag of Mozambique is?,"['green', 'yellow', 'red']",True,
19865,The color of the flag of Namibia is?,"['white', 'red', 'green', 'blue']",True,
19866,The color of the flag of Nauru is?,"['blue', 'yellow', 'white']",True,
